Id,Timestamp,Version,Provider,Collection
5c706c4b87a6c94c888747a4,1550871601,1,corva,torque-and-drag.hookload-trend
Activity,hole_depth,is_extended
Rotary Drilling,17539.2,true

Id,hole_size,type,id
5c66c6e3e4506f4f01629fc8,8.75,DrillString,10


end_timestamp,start_timestamp
1550299759,1550255646

end_timestamp,start_timestamp
1550255645,1550255596

start_timestamp
1550299760
start_timestamp,end_timestamp
1550255596,1550871601


Curves Slack Off Casing Friction Factor,Curves Slack Off Openhole Friction Factor
0.15,0.1,

Curves Slack Off Measured Depth,Curves Slack Off Hookload
1550849237,17294.05,307.1,1.17,0,567.7,48
1550857189,17372.1,310,0.34,0,599.2,54
1550868689,17473.8,297.4,5.46,0.1,599.2,48

Slack Off Timestamp,Slack Off Measured Depth,Slack Off Hookload,Slack Off Torque,rotary_rpm,mud_flow_in,string_velocity
1550255721,327.6,57.2,0.12,0.1,0,195
1550255945,516.6,58.9,0.15,0,0,189
1550256075,609.45,59.3,0.17,0.1,0,234
1550256176,707.8,60.7,0.27,0.1,0,252
1550256274,798.3,62.1,0.04,0,0,204
1550256374,896.7,62.7,0.04,0,0,213
1550256466,992.3,63,0.15,0,0,213
1550256568,1084.7,64.3,0,0,0,225
1550256662,1174.7,65.1,0.19,0.1,0,195
1550256762,1270.3,66.5,0,0,0,210
1550256856,1369.2,67.6,0.12,0,0,210
1550256949,1462.05,68.85,0.19,0.1,0,222
1550257047,1556.5,69.9,0.12,0,0,216
1550257141,1650.3,70.8,0.19,0.1,0,231
1550257234,1746.3,71.2,0.04,0,0,222
1550257327,1842.6,72.85,0.04,0,0,222
1550257419,1936.9,74.05,0.27,0,0,252
1550257603,2125.3,76.4,0.02,0,0,258
1550257695,2210.05,77.85,0.19,0,0,180
1550257794,2315,77.35,0,0,0,216
1550257886,2409.25,78.95,0,0,0,216
1550257986,2503,81.1,0.31,0,0,243
1550259614,2556.7,103,0,0,0,90
1550259954,2616.1,103,0,0,0,162
1550260056,2718.85,103.55,0,0,0,204
1550262373,2815.2,106.1,0,0,0,243
1550262470,2906.8,106.8,0,0,0,216
1550262571,3010.6,108.2,0,0,0,237
1550262706,3097.5,109.2,0,0,0,204
1550262812,3194.2,109.55,0,0,0,270
1550262919,3288.2,110.3,0,0,0,222
1550263022,3381.4,111.6,0,0,0,231
1550263121,3478.6,112.4,0,0,0,240
1550263228,3573.7,112.6,0,0,0,222
1550263336,3671.6,113.2,0,0,0,222
1550263440,3760.7,113.6,0,0,0,213
1550263548,3859.4,116.2,0,0,0,228
1550263659,3955.75,116.55,0,0,0,222
1550263764,4048.25,117.05,0,0,0,258
1550263876,4141.3,118.8,0,0,0,231
1550263984,4219.1,121.2,0,0,0,174
1550264099,4323.65,120.9,0,0,0,198
1550264214,4420.4,121.1,0,0,0,210
1550264331,4514.3,121.4,0,0,0,204
1550264463,4610.1,124.6,0,0,0,78
1550264621,4702.1,125.3,0,0,0,78
1550264773,4796.9,126.5,0,0.2,0,78
1550264937,4894.75,126.2,0,0.1,0,210
1550265041,4988.6,126.05,0,0,0,198
1550265147,5059.75,132.5,0,0.1,0,132
1550265174,5103.4,129.6,0,0,0,108
1550265281,5169.95,129.2,0,0.1,0,162
1550265389,5246.15,129.8,0,0,0,144
1550265427,5307.2,130.9,0,0,0,60
1550265547,5356,131.6,0,0,0,138
1550265680,5451.55,131.55,0,0.1,0,162
1550265800,5540.1,133.25,0,0.1,0,144
1550265922,5651.1,134.5,0,0.1,0,126
1550266040,5704.6,136.6,0,0,0,72
1550266079,5757.4,135.8,0,0,0,84
1550266112,5784.9,136.7,0,0,0,48
1550266221,5818.95,136.9,0,0,0,138
1550266342,5924.8,137,0,0,0,150
1550267466,6022,162.5,0,0,0,144
1550267584,6107.8,163.15,0,0,0,156
1550267707,6203.1,164.2,0,0,0,156
1550267854,6302.4,164.8,0,0,0,150
1550267998,6389.2,166.5,0,0,0,126
1550268137,6484.2,168.3,0,0,0,129
1550268283,6576.2,168.1,0,0,0,111
1550268420,6674.2,169.35,0,0,0,126
1550268558,6770.55,170.15,0,0,0,144
1550268686,6862.2,170.7,0,0,0,132
1550268815,6962.85,171.35,0,0,0,162
1550268942,7052.6,172.3,0,0,0,135
1550269076,7146.3,173.5,0,0,0,120
1550269206,7246.5,173.5,0,0,0,150
1550269332,7341.9,175.6,0,0,0,105
1550269454,7434.3,175.3,0,0,0,153
1550269579,7523.8,176.3,0,0,0,132
1550269712,7624.4,177.4,0,0,0,150
1550269843,7716.7,177.6,0,0,0,147
1550269962,7811,178.6,0,0,0,138
1550270084,7902.15,180.1,0,0,0,114
1550270204,7991.3,181.65,0,0,0,114
1550270348,8088.35,182.25,0,0,0,102
1550270487,8185.7,182,0,0,0,144
1550270610,8280.6,183,0,0,0,120
1550270736,8382.1,183.5,0,0,0,144
1550270853,8441.9,187.8,0,0.2,0,60
1550270878,8457,186.9,0,0,0,42
1550270943,8493.5,185.7,0,0,0,93
1550271967,8559.6,207.3,0,0,0,114
1550272114,8660,206.6,0,0,0,138
1550272252,8748.7,207.95,0,0,0,114
1550274646,8821.9,214,0.23,0,0,42
1550272388,8847.5,208.9,0,0,0,126
1550275284,8857.3,209.75,1.07,0,0,108
1550276994,9065.5,214.3,0,0,0,54
1550277231,9149.65,218.7,0,0,0,48
1550277466,9240.7,222.3,0.19,0,0,48
1550277685,9334.2,224.75,0.08,0,0,66
1550277868,9417.6,228.5,0.12,0,0,60
1550277923,9469.5,228,0.12,0,0,42
1550278086,9488.55,231.9,0,0,0,18
1550278135,9512.6,231.5,0.08,0,0,42
1550278256,9553,231.75,0.08,0,0,48
1550279835,9595.15,239.5,0.08,0,0,24
1550280417,9627.4,240.9,0,0,0,30
1550281015,9651.4,240.6,0.04,0,0,30
1550281055,9666.65,241.25,0.12,0,0,18
1550281326,9715.3,244.6,0,0,0,48
1550281547,9805.5,248.2,0,0,0,48
